id,No., POKÉMON,FORM, Type 1,Type 2,BST,HP,ATK,DEF,SPATK,SPDEF,SPD,BASE EXP,EXP TYPE,EGG GROUP 1,EGG GROUP 2,PHASE,EVO LVL,EVO 1,EVO 2,EVO 3,EVO 4,EVO 5,EVO 6,EVO 7,EVO 8,Merged Doc ID - scr_dex_2,Merged Doc URL - scr_dex_2,Link to merged Doc - scr_dex_2,Document Merge Status - scr_dex_2,Merged Doc ID - Job (_1559084822295_UPGRADE),Merged Doc URL - Job (_1559084822295_UPGRADE),Link to merged Doc - Job (_1559084822295_UPGRADE),Document Merge Status - Job (_1559084822295_UPGRADE),Merged Doc ID - scr_dex (Run),Merged Doc URL - scr_dex (Run),Link to merged Doc - scr_dex (Run),Document Merge Status - scr_dex (Run)
982,702,DEDENNE,,Electric,Fairy,431,67,58,57,81,67,101,151,,Fairy,Field,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1Pj3v0Kvxw1AIkyO1RyrhEN9jtRqCsD_ZSabQNbhTS0w,https://docs.google.com/document/d/1Pj3v0Kvxw1AIkyO1RyrhEN9jtRqCsD_ZSabQNbhTS0w/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
983,703,CARBINK,,Rock,Fairy,500,50,50,150,50,150,50,100,,Mineral,Fairy,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1081IlEe-op0Mx7vRgsiKEd-QiXPlmB04XMlzXT5tPs0,https://docs.google.com/document/d/1081IlEe-op0Mx7vRgsiKEd-QiXPlmB04XMlzXT5tPs0/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
984,704,GOOMY,,Dragon,,300,45,50,35,55,75,40,60,,Dragon,,1,40,SLIGGOO,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),11Kk3z99zN_awGacnYEg8X4Zg4RWcgM4KcoBGEfdWqEI,https://docs.google.com/document/d/11Kk3z99zN_awGacnYEg8X4Zg4RWcgM4KcoBGEfdWqEI/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
985,705,SLIGGOO,,Dragon,,452,68,75,53,83,113,60,158,,Dragon,,2,50 in Rain or Fog,GOODRA,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1FekZqKVPurIRA3KssDtfoJRqKAOE8N-YAWTM0yTEBSA,https://docs.google.com/document/d/1FekZqKVPurIRA3KssDtfoJRqKAOE8N-YAWTM0yTEBSA/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
986,706,GOODRA,,Dragon,,600,90,100,70,110,150,80,270,,Dragon,,3,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1uJZ2d-KGumm5e-n73ESqjoOJYYxYk4vIykVUxwMKYMQ,https://docs.google.com/document/d/1uJZ2d-KGumm5e-n73ESqjoOJYYxYk4vIykVUxwMKYMQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
987,707,KLEFKI,,Steel,Fairy,470,57,80,91,80,87,75,165,,Mineral,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1Zs13RG9agn65nZ2aTbPW7Rjh4NBNajasFCt7LNGKfTM,https://docs.google.com/document/d/1Zs13RG9agn65nZ2aTbPW7Rjh4NBNajasFCt7LNGKfTM/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
988,708,PHANTUMP,,Ghost,Grass,309,43,70,48,50,60,38,62,,Amorphous,Grass,1,Trade,TREVENANT,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1AHCzRDec5-Gh68Qop2t5IkJHPzV43FzPJEuN5XkEJiU,https://docs.google.com/document/d/1AHCzRDec5-Gh68Qop2t5IkJHPzV43FzPJEuN5XkEJiU/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:25 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
989,709,TREVENANT,,Ghost,Grass,474,85,110,76,65,82,56,166,,Amorphous,Grass,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),14ESQXXUfgMM-gWZfkBFUdlW05Kc_h8QmLB32VD5sPHQ,https://docs.google.com/document/d/14ESQXXUfgMM-gWZfkBFUdlW05Kc_h8QmLB32VD5sPHQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
990,710,PUMPKABOO,SMALL SIZE,Ghost,Grass,335,44,66,70,44,55,56,67,,Amorphous,,1,Trade,GOURGEIST,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1ojgIveaR7vwDT3-6qyC96KJyx0Et9lANZS2rfBjZVoc,https://docs.google.com/document/d/1ojgIveaR7vwDT3-6qyC96KJyx0Et9lANZS2rfBjZVoc/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
991,710,PUMPKABOO,AVERAGE SIZE,Ghost,Grass,335,49,66,70,44,55,51,67,,Amorphous,,1,Trade,GOURGEIST,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1U4sHSDyLs5OAcDmxuNodwNMmKQffNVg0NwaixJMG8wg,https://docs.google.com/document/d/1U4sHSDyLs5OAcDmxuNodwNMmKQffNVg0NwaixJMG8wg/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8,https://docs.google.com/document/d/1kd1Z2piCiRLtZiYMJFOQvjIV0CIFfvn2Z0nxLo7HIj8/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:51 PM
992,710,PUMPKABOO,LARGE SIZE,Ghost,Grass,335,54,66,70,44,55,46,67,,Amorphous,,1,Trade,GOURGEIST,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1L2ZGGm0oloOW7jn6hkQVE1QfLfIULYWSgSBys6qmIGo,https://docs.google.com/document/d/1L2ZGGm0oloOW7jn6hkQVE1QfLfIULYWSgSBys6qmIGo/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
993,710,PUMPKABOO,SUPER SIZE,Ghost,Grass,335,59,66,70,44,55,41,67,,Amorphous,,1,Trade,GOURGEIST,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1UU6SXGyjCXUNH9Y0FU7iCnv4oawmRsFih3yDN4EfOYE,https://docs.google.com/document/d/1UU6SXGyjCXUNH9Y0FU7iCnv4oawmRsFih3yDN4EfOYE/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
994,711,GOURGEIST,SMALL SIZE,Ghost,Grass,494,55,85,122,58,75,99,173,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1t7ZjSlU3TYIr8c-PG70y-zPFGNaP5QhKm7E3BXVywrw,https://docs.google.com/document/d/1t7ZjSlU3TYIr8c-PG70y-zPFGNaP5QhKm7E3BXVywrw/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
995,711,GOURGEIST,AVERAGE SIZE,Ghost,Grass,494,65,90,122,58,75,84,173,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1DYkX6nyNeD4412F5BpVdS6YG6geXmT0CCn6QAMWCaPw,https://docs.google.com/document/d/1DYkX6nyNeD4412F5BpVdS6YG6geXmT0CCn6QAMWCaPw/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
996,711,GOURGEIST,LARGE SIZE,Ghost,Grass,494,75,95,122,58,75,69,173,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1spvmBoSQ1dxSomMkXDv-AnVqHt1VBcVaKlRLMdk9fTc,https://docs.google.com/document/d/1spvmBoSQ1dxSomMkXDv-AnVqHt1VBcVaKlRLMdk9fTc/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
997,711,GOURGEIST,SUPER SIZE,Ghost,Grass,494,85,100,122,58,75,54,173,,Amorphous,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),13qSSaj61YigJIYaSGzO37vs5EiLJmkSr_5rtw5OwQtQ,https://docs.google.com/document/d/13qSSaj61YigJIYaSGzO37vs5EiLJmkSr_5rtw5OwQtQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
998,712,BERGMITE,,Ice,,304,55,69,85,32,35,28,61,,Monster,,1,37,AVALUGG,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1gmd4tdM5FPzlE2WVSBOwy61MPOxtI1GTAenawIQf6l8,https://docs.google.com/document/d/1gmd4tdM5FPzlE2WVSBOwy61MPOxtI1GTAenawIQf6l8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
999,713,AVALUGG,,Ice,,514,95,117,184,44,46,28,180,,Monster,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1BCJeXgz6yYn0TIWo2WTT83rjRWH4zGs4xUnMt2gG7NU,https://docs.google.com/document/d/1BCJeXgz6yYn0TIWo2WTT83rjRWH4zGs4xUnMt2gG7NU/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1000,714,NOIBAT,,Flying,Dragon,245,40,30,35,45,40,55,49,,Flying,,1,48,NOIVERN,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1_GLF0xHUIVpLw4y3L5Gzr_2Qgw62rhMERUGKXqyRlC8,https://docs.google.com/document/d/1_GLF0xHUIVpLw4y3L5Gzr_2Qgw62rhMERUGKXqyRlC8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1001,715,NOIVERN,,Flying,Dragon,535,85,70,80,97,80,123,187,,Flying,,2,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1NQ_nvsQTYU35JvqlekxalNPVhGX3hLi6mBqCJclZVuQ,https://docs.google.com/document/d/1NQ_nvsQTYU35JvqlekxalNPVhGX3hLi6mBqCJclZVuQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:26 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1002,716,XERNEAS,,Fairy,,680,126,131,95,131,98,99,306,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1g-rc4k_P3H33SnhOCDojGiB5CnvRIx5I1fkLA5mR2xE,https://docs.google.com/document/d/1g-rc4k_P3H33SnhOCDojGiB5CnvRIx5I1fkLA5mR2xE/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1003,717,YVELTAL,,Dark,Flying,680,126,131,95,131,98,99,306,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1A5GMOpAe8TJT_yg-Z2sKSR_uv0yNb-_1PQmFsr2_dU4,https://docs.google.com/document/d/1A5GMOpAe8TJT_yg-Z2sKSR_uv0yNb-_1PQmFsr2_dU4/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1004,718,ZYGARDE,50% FORME,Dragon,Ground,600,108,100,121,81,95,95,270,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1LnhYLZ19y2qF2E2RLY4JnOQ-TjexAsZAudJfmTZPKw8,https://docs.google.com/document/d/1LnhYLZ19y2qF2E2RLY4JnOQ-TjexAsZAudJfmTZPKw8/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1005,718,ZYGARDE,10% FORME,Dragon,Ground,486,54,100,71,61,85,115,219,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1WE8cx6QsRRgXHZz-PDKbo0s_odO8JWDoKqCzRa5i-Lc,https://docs.google.com/document/d/1WE8cx6QsRRgXHZz-PDKbo0s_odO8JWDoKqCzRa5i-Lc/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1006,719,DIANCIE,,Rock,Fairy,600,50,100,150,100,150,50,270,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1MI7b9bNkufL13aOU1okw34DWnehJyips9D62Jw0SZG0,https://docs.google.com/document/d/1MI7b9bNkufL13aOU1okw34DWnehJyips9D62Jw0SZG0/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1007,719,DIANCIE,MEGA,Rock,Fairy,700,50,160,110,160,110,110,315,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1xsQ_1afVV7Ynu0WkhHrhvTayPbGmnKNCFBUbcZAV2xQ,https://docs.google.com/document/d/1xsQ_1afVV7Ynu0WkhHrhvTayPbGmnKNCFBUbcZAV2xQ/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1008,720,HOOPA,,Psychic,Ghost,600,80,110,60,150,130,70,270,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1-wXyz4Uzqb9RgUd0tLjukw24a5N6xZAZgFRfsawqjFk,https://docs.google.com/document/d/1-wXyz4Uzqb9RgUd0tLjukw24a5N6xZAZgFRfsawqjFk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1009,721,VOLCANION,,Fire,Water,600,80,110,120,130,90,70,270,,Undiscovered,,1,,,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1F4lU3WAvzjYXL44Zdcmuwr6xBfBM0HNaURYFz76HERw,https://docs.google.com/document/d/1F4lU3WAvzjYXL44Zdcmuwr6xBfBM0HNaURYFz76HERw/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1010,722,ROWLETT,,Grass,Flying,320,68,55,55,50,50,42,64,,Flying,,1,17,DARTRIX,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1_A_DZ1emO6wc9jm-pPWZNCr8LGtoutUoka3EBbpKq-4,https://docs.google.com/document/d/1_A_DZ1emO6wc9jm-pPWZNCr8LGtoutUoka3EBbpKq-4/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
1011,723,DARTRIX,,Grass,Flying,420,78,75,75,70,70,52,147,,Flying,,2,34,DECIDUEYE,,,,,,,,,,,Starting at Tue May 28 2019 18:57:17 GMT-0400 (EDT),1-lwecGdOuH8v99AWM5qIAaz9sSJM1b0tHKUXh-ABkJk,https://docs.google.com/document/d/1-lwecGdOuH8v99AWM5qIAaz9sSJM1b0tHKUXh-ABkJk/edit?usp=drivesdk,ggg,Document successfully created; Document successfully merged; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 8:27 PM,1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo,https://docs.google.com/document/d/1huWdxcMeaPlTUYOIhfjBVdEYLbq1j4mnxcBSGwYSjRo/edit?usp=drivesdk,scr_dex (Pattern),Data merged and appended successfully; Manually run by green.tie.rgm@gmail.com; Timestamp: May 28 2019 11:55 PM
